step,depth,i
706,25,0.000288677
706,26,1.48905e-05
706,27,1.80539e-07
707,21,1.2517e-06
707,22,8.14781e-05
707,23,0.000961025
707,24,0.00127766
707,25,0.000300546
707,26,1.59566e-05
707,27,2.02789e-07
708,21,1.18659e-06
708,22,7.85453e-05
708,23,0.000948231
708,24,0.00129358
708,25,0.00031259
708,26,1.71993e-05
708,27,2.46008e-07
709,21,1.1146e-06
709,22,7.56637e-05
709,23,0.000934872
709,24,0.00130854
709,25,0.000325066
709,26,1.83214e-05
709,27,3.0026e-07
710,21,1.03563e-06
710,22,7.28651e-05
710,23,0.000921022
710,24,0.00132269
710,25,0.000337607
710,26,1.97323e-05
710,27,3.35617e-07
711,21,9.76039e-07
711,22,7.01316e-05
711,23,0.000906688
711,24,0.00133591
711,25,0.000350475
711,26,2.10681e-05
711,27,3.82997e-07
712,21,9.54226e-07
712,22,6.74439e-05
712,23,0.000891928
712,24,0.00134814
712,25,0.00036339
712,26,2.25682e-05
712,27,4.40922e-07
713,21,8.17951e-07
713,22,6.4813e-05
713,23,0.000876688
713,24,0.00135939
713,25,0.000376577
713,26,2.41889e-05
713,27,5.00947e-07
714,21,6.97685e-07
714,22,6.22303e-05
714,23,0.00086108
714,24,0.00136975
714,25,0.000389865
714,26,2.57912e-05
714,27,5.93207e-07
715,21,5.88002e-07
715,22,5.97284e-05
715,23,0.000845162
715,24,0.00137903
715,25,0.000403285
715,26,2.74092e-05
715,27,6.28482e-07
716,21,5.71807e-07
716,22,5.73174e-05
716,23,0.000828776
716,24,0.00138721
716,25,0.00041701
716,26,2.91243e-05
716,27,6.77059e-07
717,21,6.61248e-07
717,22,5.4927e-05
717,23,0.000812053
717,24,0.0013944
717,25,0.000430746
717,26,3.09685e-05
717,27,7.59139e-07
718,21,6.98043e-07
718,22,5.25686e-05
718,23,0.000795237
718,24,0.00140031
718,25,0.000444653
718,26,3.28359e-05
718,27,8.35736e-07
719,21,6.88635e-07
719,22,5.03236e-05
719,23,0.000777986
719,24,0.00140521
719,25,0.000458624
719,26,3.4874e-05
719,27,9.1712e-07
720,21,5.79645e-07
720,22,4.81508e-05
720,23,0.000760665
720,24,0.00140887
720,25,0.00047257
720,26,3.69977e-05
720,27,1.02436e-06
721,21,5.31711e-07
721,22,4.60812e-05
721,23,0.000742993
721,24,0.00141157
721,25,0.000486547
721,26,3.92721e-05
721,27,1.13625e-06
722,21,4.29311e-07
722,22,4.40314e-05
722,23,0.000725287
722,24,0.001413
722,25,0.000500593
722,26,4.15941e-05
722,27,1.21305e-06
723,21,2.96877e-07
723,22,4.20342e-05
723,23,0.000707494
723,24,0.00141326
723,25,0.000514702
723,26,4.3977e-05
723,27,1.27657e-06
724,21,3.07879e-07
724,22,4.00899e-05
724,23,0.000689567
724,24,0.00141246
724,25,0.000528693
724,26,4.64349e-05
724,27,1.37567e-06
725,21,2.92116e-07
725,22,3.82288e-05
725,23,0.000671516
725,24,0.00141063
725,25,0.000542581
725,26,4.90766e-05
725,27,1.48142e-06
726,21,2.7143e-07
726,22,3.64295e-05
726,23,0.000653533
726,24,0.00140748
726,25,0.00055644
726,26,5.18353e-05
726,27,1.56416e-06
727,21,2.53928e-07
727,22,3.46735e-05
727,23,0.000635516
727,24,0.00140333
727,25,0.000570262
727,26,5.46466e-05
727,27,1.72428e-06
728,21,2e-07
728,22,3.2991e-05
728,23,0.000617545
728,24,0.00139797
728,25,0.000583842
728,26,5.76933e-05
728,27,1.84289e-06
729,21,1.7e-07
729,22,3.13481e-05
729,23,0.000599617
729,24,0.00139156
729,25,0.000597477
729,26,6.06411e-05
729,27,2.00899e-06
730,21,1.9e-07
730,22,2.97649e-05
730,23,0.000581829
730,24,0.00138407
730,25,0.000610758
730,26,6.37995e-05
730,27,2.1844e-06
731,21,1.4e-07
731,22,2.83016e-05
731,23,0.000564205
731,24,0.00137548
731,25,0.000623827
731,26,6.70442e-05
731,27,2.35815e-06
732,21,1.2e-07
732,22,2.68552e-05
732,23,0.000546649
732,24,0.00136586
732,25,0.000636734
732,26,7.04824e-05
732,27,2.60068e-06
733,21,7e-08
733,22,2.54551e-05
733,23,0.000529337
733,24,0.00135518
733,25,0.000649475
733,26,7.39272e-05
733,27,2.84309e-06
734,21,4e-08
734,22,2.41405e-05
734,23,0.000512068
734,24,0.00134378
734,25,0.00066182
734,26,7.75665e-05
734,27,3.08276e-06
735,21,2e-08
735,22,2.28489e-05
735,23,0.000495099
735,24,0.00133137
735,25,0.000673846
735,26,8.12919e-05
735,27,3.25121e-06
736,21,1e-08
736,22,2.16263e-05
736,23,0.000478324
736,24,0.00131794
736,25,0.000685691
736,26,8.51355e-05
736,27,3.45188e-06
737,21,2e-08
737,22,2.04162e-05
737,23,0.000461725
737,24,0.00130372
737,25,0.000697327
737,26,8.90956e-05
737,27,3.746e-06
738,21,3e-08
738,22,1.93099e-05
738,23,0.000445422
738,24,0.00128865
738,25,0.000708525
738,26,9.30955e-05
738,27,4.0535e-06
739,22,1.8252e-05
739,23,0.000429397
739,24,0.00127285
739,25,0.000719317
739,26,9.72782e-05
739,27,4.36564e-06
740,22,1.72215e-05
740,23,0.000413687
740,24,0.00125628
740,25,0.000729683
740,26,0.000101606
740,27,4.70241e-06
741,22,1.62573e-05
741,23,0.000398184
741,24,0.00123893
741,25,0.000739794
741,26,0.000106047
741,27,5.01218e-06
742,22,1.53673e-05
742,23,0.000383082
742,24,0.00122094
742,25,0.000749429
742,26,0.000110496
742,27,5.36656e-06
743,22,1.45002e-05
743,23,0.00036828
743,24,0.00120243
743,25,0.00075872
743,26,0.000114905
743,27,5.76965e-06
744,22,1.36846e-05
744,23,0.000353839
744,24,0.00118335
744,25,0.000767474
744,26,0.000119536
744,27,6.17534e-06
745,22,1.28792e-05
745,23,0.000339674
745,24,0.00116371
745,25,0.000775705
745,26,0.000124393
745,27,6.63083e-06
746,22,1.21425e-05
746,23,0.000325926
746,24,0.0011435
746,25,0.000783571
746,26,0.000129338
746,27,7.15751e-06
747,22,1.14432e-05
747,23,0.000312578
747,24,0.0011228
747,25,0.000791111
747,26,0.000134125
747,27,7.64804e-06
748,22,1.07533e-05
748,23,0.000299562
748,24,0.00110182
748,25,0.000797937
748,26,0.000139129
748,27,8.15333e-06
749,22,1.01511e-05
749,23,0.000286923
749,24,0.00108038
749,25,0.000804358
749,26,0.000144321
749,27,8.69373e-06
749,28,1e-08
750,22,9.53727e-06
750,23,0.000274602
750,24,0.00105872
750,25,0.000810266
750,26,0.000149634
750,27,9.3384e-06
750,28,2e-08
751,22,8.95581e-06
751,23,0.000262684
751,24,0.00103676
751,25,0.000815675
751,26,0.000154871
751,27,9.83824e-06
751,28,3e-08
752,22,8.40543e-06
752,23,0.000251137
752,24,0.00101457
752,25,0.00082054
752,26,0.000160279
752,27,1.05099e-05
752,28,1e-08
753,22,7.88483e-06
753,23,0.000239929
753,24,0.00099232
753,25,0.000824776
753,26,0.000165805
753,27,1.10869e-05
753,28,2e-08
754,22,7.39274e-06
754,23,0.000229081
754,24,0.000969831
754,25,0.000828609
754,26,0.000171346
754,27,1.1783e-05
754,28,3e-08
755,22,6.93236e-06
755,23,0.000218572
755,24,0.000947226
755,25,0.000831888
755,26,0.000176946
755,27,1.25492e-05
755,28,5e-08
756,22,6.52961e-06
756,23,0.000208488
756,24,0.000924542
756,25,0.000834691
756,26,0.000182562
756,27,1.33766e-05
756,28,7e-08
757,22,6.11306e-06
757,23,0.000198724
757,24,0.000901756
757,25,0.000837
757,26,0.000188278
757,27,1.40744e-05
757,28,4e-08
758,22,5.71206e-06
758,23,0.000189366
758,24,0.000879046
758,25,0.000838736
758,26,0.000194055
758,27,1.49186e-05
758,28,4e-08
759,22,5.39841e-06
759,23,0.000180258
759,24,0.000856515
759,25,0.000839949
759,26,0.000199695
759,27,1.58986e-05
759,28,4e-08
760,22,5.0773e-06
760,23,0.000171549
760,24,0.000833952
760,25,0.000840675
760,26,0.000205442
760,27,1.68841e-05
760,28,4e-08
761,22,4.74451e-06
761,23,0.000163229
761,24,0.00081135
761,25,0.000840906
761,26,0.000211353
761,27,1.79188e-05
761,28,5e-08
762,22,4.43154e-06
762,23,0.00015515
762,24,0.000789052
762,25,0.000840509
762,26,0.000217386
762,27,1.88883e-05
762,28,7e-08
763,22,4.13737e-06
763,23,0.000147449
763,24,0.000766903
763,25,0.000839649
763,26,0.000223408
763,27,2.00247e-05
763,28,6e-08
764,22,3.83264e-06
764,23,0.000140048
764,24,0.00074489
764,25,0.000838284
764,26,0.000229463
764,27,2.12614e-05
764,28,6e-08
765,22,3.57915e-06
765,23,0.000132938
765,24,0.00072318
765,25,0.000836421
765,26,0.00023551
765,27,2.25221e-05
765,28,5e-08
766,22,3.33562e-06
766,23,0.000126103
766,24,0.000701783
766,25,0.000833968
766,26,0.000241662
766,27,2.37104e-05
766,28,4e-08
767,22,3.09906e-06
767,23,0.000119598
767,24,0.000680598
767,25,0.000831077
767,26,0.000247755
767,27,2.50667e-05
767,28,5e-08
768,22,2.9381e-06
768,23,0.000113371
768,24,0.000659638
768,25,0.000827695
768,26,0.000253993
768,27,2.63794e-05
768,28,5e-08
769,22,2.77575e-06
769,23,0.000107425
769,24,0.000638933
769,25,0.000824036
769,26,0.000260078
769,27,2.77541e-05
769,28,9e-08
770,22,2.58566e-06
770,23,0.000101742
770,24,0.000618611
770,25,0.000819848
770,26,0.000266288
770,27,2.91836e-05
770,28,8e-08
771,22,2.38712e-06
771,23,9.62636e-05
771,24,0.000598695
771,25,0.000815245
771,26,0.000272392
771,27,3.06366e-05
771,28,1.4e-07
772,22,2.20194e-06
772,23,9.10545e-05
772,24,0.000579088
772,25,0.000810259
772,26,0.000278541
772,27,3.22649e-05
772,28,1.1e-07
773,22,2.06142e-06
773,23,8.61156e-05
773,24,0.000559783
773,25,0.000804922
773,26,0.000284603
773,27,3.39001e-05
773,28,1.4e-07
774,22,1.94093e-06
774,23,8.1417e-05
774,24,0.000540893
774,25,0.000799108
774,26,0.000290731
774,27,3.5496e-05
774,28,1.3778e-07
775,22,1.79972e-06
775,23,7.69204e-05
775,24,0.000522396
775,25,0.000793059
775,26,0.000296662
775,27,3.73024e-05
775,28,1.66061e-07
776,22,1.69723e-06
776,23,7.26388e-05
776,24,0.000504251
776,25,0.00078647
776,26,0.000302718
776,27,3.91437e-05
776,28,1.74871e-07
777,22,1.60613e-06
777,23,6.85744e-05
777,24,0.000486455
777,25,0.000779696
777,26,0.000308597
777,27,4.11307e-05
777,28,2.04241e-07
778,22,1.58382e-06
778,23,6.47189e-05
778,24,0.000469088
778,25,0.000772619
778,26,0.000314563
778,27,4.31079e-05
778,28,2.44203e-07
779,22,1.38827e-06
779,23,6.10742e-05
779,24,0.000452162
779,25,0.000765105
779,26,0.000320481
779,27,4.51565e-05
779,28,3.0479e-07
780,22,1.29193e-06
780,23,5.75815e-05
780,24,0.000435692
780,25,0.000757298
780,26,0.000326358
780,27,4.73246e-05
780,28,3.96722e-07
781,22,1.2022e-06
781,23,5.42552e-05
781,24,0.000419577
781,25,0.000749314
781,26,0.000332109
781,27,4.95688e-05
781,28,4.30072e-07
782,22,1.08097e-06
782,23,5.11389e-05
782,24,0.00040394
782,25,0.000740966
782,26,0.000337819
782,27,5.18078e-05
782,28,5.0492e-07
783,22,9.39085e-07
783,23,4.8153e-05
783,24,0.000388669
783,25,0.000732289
783,26,0.000343543
783,27,5.42027e-05
783,28,5.91349e-07
784,22,8.57528e-07
784,23,4.53425e-05
784,24,0.00037382
784,25,0.00072338
784,26,0.000349139
784,27,5.6665e-05
784,28,5.68785e-07
785,22,8.12385e-07
785,23,4.26794e-05
785,24,0.000359345
785,25,0.000714413
785,26,0.00035477
785,27,5.91083e-05
785,28,5.77884e-07
786,22,8.02068e-07
786,23,4.01675e-05
786,24,0.000345307
786,25,0.000705161
786,26,0.000360274
786,27,6.16004e-05
786,28,6.38737e-07
787,22,7.04605e-07
787,23,3.77896e-05
787,24,0.000331699
787,25,0.000695699
787,26,0.000365625
787,27,6.43238e-05
787,28,6.61437e-07
788,22,6.69807e-07
788,23,3.55298e-05
788,24,0.000318501
788,25,0.000686142
788,26,0.000370898
788,27,6.71005e-05
788,28,7.76086e-07
789,22,6.72224e-07
789,23,3.33748e-05
789,24,0.000305687
789,25,0.000676372
789,26,0.000376151
789,27,6.99019e-05
789,28,8.82787e-07
790,22,6.52105e-07
790,23,3.13706e-05
790,24,0.000293332
790,25,0.000666306
790,26,0.000381408
790,27,7.28116e-05
790,28,9.70029e-07
791,22,5.60902e-07
791,23,2.94776e-05
791,24,0.000281327
791,25,0.000656318
791,26,0.000386369
791,27,7.58676e-05
791,28,1.05004e-06
792,22,4.78015e-07
792,23,2.76732e-05
792,24,0.000269783
792,25,0.000646218
792,26,0.000391215
792,27,7.89072e-05
792,28,1.19296e-06
793,22,3.85284e-07
793,23,2.59753e-05
793,24,0.000258624
793,25,0.000635971
793,26,0.000395983
793,27,8.21558e-05
793,28,1.26894e-06
794,22,3.9268e-07
794,23,2.43752e-05
794,24,0.000247697
794,25,0.000625719
794,26,0.000400681
794,27,8.54973e-05
794,28,1.41814e-06
795,22,3.13287e-07
795,23,2.28535e-05
795,24,0.000237219
795,25,0.000615376
795,26,0.000405254
795,27,8.89027e-05
795,28,1.51826e-06
796,22,2.55324e-07
796,23,2.14283e-05
796,24,0.00022712
796,25,0.000604901
796,26,0.000409629
796,27,9.24535e-05
796,28,1.6886e-06
797,22,1.84331e-07
797,23,2.0021e-05
797,24,0.000217393
797,25,0.000594436
797,26,0.000413803
797,27,9.6169e-05
797,28,1.80279e-06
798,22,2.3e-07
798,23,1.88167e-05
798,24,0.000207931
798,25,0.000583733
798,26,0.000418112
798,27,9.98452e-05
798,28,1.9129e-06
799,22,2.30673e-07
799,23,1.76357e-05
799,24,0.000198781
799,25,0.000573048
799,26,0.000422214
799,27,0.0001036
799,28,2.02044e-06
800,22,1.92044e-07
800,23,1.6507e-05
800,24,0.000189983
800,25,0.000562421
800,26,0.000426155
800,27,0.000107545
800,28,2.20396e-06
801,22,1.6e-07
801,23,1.54538e-05
801,24,0.000181546
801,25,0.000551748
801,26,0.000429984
801,27,0.000111553
801,28,2.35437e-06
802,22,1.3e-07
802,23,1.44907e-05
802,24,0.000173379
802,25,0.000541112
802,26,0.000433587
802,27,0.000115644
802,28,2.5826e-06
803,22,1.1e-07
803,23,1.3574e-05
803,24,0.000165477
803,25,0.000530375
803,26,0.00043718
803,27,0.000119788
803,28,2.80925e-06
804,22,1.3e-07
804,23,1.2646e-05
804,24,0.000157925
804,25,0.000519694
804,26,0.000440663
804,27,0.000124078
804,28,3.07685e-06
805,22,1.4e-07
805,23,1.18227e-05
805,24,0.000150718
805,25,0.00050894
805,26,0.000443954
805,27,0.000128561
805,28,3.31484e-06
806,22,1.41275e-07
806,23,1.10224e-05
806,24,0.000143804
806,25,0.000498255
806,26,0.000447168
806,27,0.000133152
806,28,3.58595e-06
807,22,1.3e-07
807,23,1.02551e-05
807,24,0.000137142
807,25,0.000487694
807,26,0.000450246
807,27,0.000137668
807,28,3.88902e-06
808,22,9e-08
808,23,9.52227e-06
808,24,0.000130624
808,25,0.000477277
808,26,0.000453074
808,27,0.000142462
808,28,4.12638e-06
809,22,9e-08
809,23,8.92975e-06
809,24,0.000124435
809,25,0.000466876
809,26,0.000455781
809,27,0.000147306
809,28,4.4787e-06
810,22,8e-08
810,23,8.33588e-06
810,24,0.000118509
810,25,0.000456462
810,26,0.000458424
810,27,0.000152238
810,28,4.81536e-06
811,22,4e-08
811,23,7.73779e-06
811,24,0.000112912
811,25,0.000446083
811,26,0.000460834
811,27,0.00015731
811,28,5.24828e-06
812,22,3e-08
812,23,7.22389e-06
812,24,0.000107486
812,25,0.000435886
812,26,0.000463096
812,27,0.000162536
812,28,5.66051e-06
813,22,2e-08
813,23,6.72989e-06
813,24,0.000102325
813,25,0.000425838
813,26,0.000465241
813,27,0.000167874
813,28,6.00918e-06
814,22,2e-08
814,23,6.28586e-06
814,24,9.73691e-05
814,25,0.00041577
814,26,0.000467218
814,27,0.000173298
814,28,6.43645e-06
815,22,3e-08
815,23,5.82254e-06
815,24,9.26207e-05
815,25,0.000405841
815,26,0.000469005
815,27,0.000178835
815,28,6.9554e-06
816,22,2e-08
816,23,5.38982e-06
816,24,8.80461e-05
816,25,0.000396053
816,26,0.000470671
816,27,0.000184483
816,28,7.39869e-06
817,23,4.98178e-06
817,24,8.37386e-05
817,25,0.000386474
817,26,0.000472075
817,27,0.000190334
817,28,7.83906e-06
818,23,4.65341e-06
818,24,7.95922e-05
818,25,0.000376794
818,26,0.000473556
818,27,0.000196139
818,28,8.33163e-06
819,23,4.32627e-06
819,24,7.55874e-05
819,25,0.000367279
819,26,0.000474805
819,27,0.000202004
819,28,8.92955e-06
820,23,4.05907e-06
820,24,7.17228e-05
820,25,0.000357865
820,26,0.000475881
820,27,0.000207952
820,28,9.54667e-06
821,23,3.74058e-06
821,24,6.81272e-05
821,25,0.000348595
821,26,0.000476742
821,27,0.00021419
821,28,1.01326e-05
822,23,3.47967e-06
822,24,6.4693e-05
822,25,0.000339483
822,26,0.00047754
822,27,0.00022037
822,28,1.08075e-05
823,23,3.24524e-06
823,24,6.14442e-05
823,25,0.000330462
823,26,0.000478113
823,27,0.000226738
823,28,1.15732e-05
824,23,2.99627e-06
824,24,5.83144e-05
824,25,0.000321535
824,26,0.000478532
824,27,0.000233247
824,28,1.23135e-05
825,23,2.76699e-06
825,24,5.53511e-05
825,25,0.000312837
825,26,0.000478807
825,27,0.000239795
825,28,1.31573e-05
826,23,2.62271e-06
826,24,5.25056e-05
826,25,0.000304298
826,26,0.000478899
826,27,0.000246348
826,28,1.40797e-05
826,29,1e-08
827,23,2.44095e-06
827,24,4.97235e-05
827,25,0.000295938
827,26,0.000478787
827,27,0.000253135
827,28,1.49391e-05
827,29,1e-08
828,23,2.27136e-06
828,24,4.71396e-05
828,25,0.000287618
828,26,0.000478562
828,27,0.000259997
828,28,1.58874e-05
828,29,2e-08
829,23,2.12452e-06
829,24,4.46621e-05
829,25,0.000279543
829,26,0.000477984
829,27,0.000267112
829,28,1.67998e-05
829,29,4e-08
830,23,2.00657e-06
830,24,4.23424e-05
830,25,0.000271587
830,26,0.000477446
830,27,0.00027422
830,28,1.78075e-05
830,29,6e-08
831,23,1.86211e-06
831,24,4.01678e-05
831,25,0.000263744
831,26,0.000476687
831,27,0.000281418
831,28,1.88697e-05
831,29,1e-07
832,23,1.74285e-06
832,24,3.81009e-05
832,25,0.000256007
832,26,0.000475798
832,27,0.000288825
832,28,1.99592e-05
832,29,1.7e-07
833,23,1.63754e-06
833,24,3.6112e-05
833,25,0.000248452
833,26,0.000474771
833,27,0.000296281
833,28,2.10548e-05
833,29,1.80498e-07
834,23,1.53289e-06
834,24,3.42119e-05
834,25,0.000241032
834,26,0.000473596
834,27,0.000303812
834,28,2.21291e-05
834,29,2.01743e-07
835,23,1.37929e-06
835,24,3.23629e-05
835,25,0.000233839
835,26,0.000472265
835,27,0.000311398
835,28,2.33546e-05
835,29,2.63783e-07
836,23,1.30015e-06
836,24,3.05762e-05
836,25,0.000226742
836,26,0.00047077
836,27,0.000319004
836,28,2.47216e-05
836,29,3.16674e-07
837,23,1.14444e-06
837,24,2.88497e-05
837,25,0.000219796
837,26,0.000469052
837,27,0.000326827
837,28,2.61191e-05
837,29,3.6047e-07
838,23,1.04843e-06
838,24,2.72722e-05
838,25,0.000213086
838,26,0.000467273
838,27,0.000334605
838,28,2.75662e-05
838,29,4.04067e-07
839,23,1.00886e-06
839,24,2.5749e-05
839,25,0.00020647
839,26,0.000465415
839,27,0.000342483
839,28,2.91146e-05
839,29,4.40042e-07
840,23,8.86709e-07
840,24,2.43648e-05
840,25,0.000200007
840,26,0.000463359
840,27,0.000350469
840,28,3.06567e-05
840,29,4.4855e-07
841,23,8.02474e-07
841,24,2.30009e-05
841,25,0.000193647
841,26,0.000461316
841,27,0.000358391
841,28,3.23255e-05
841,29,4.99028e-07
842,23,7.44357e-07
842,24,2.17322e-05
842,25,0.000187479
842,26,0.00045898
842,27,0.000366431
842,28,3.39851e-05
842,29,5.41603e-07
843,23,7.40877e-07
843,24,2.06681e-05
843,25,0.000181412
843,26,0.000456511
843,27,0.000374678
843,28,3.57575e-05
843,29,5.6641e-07
844,23,7.45993e-07
844,24,1.95181e-05
844,25,0.00017559
844,26,0.000453893
844,27,0.000382869
844,28,3.76238e-05
844,29,6.04311e-07
845,23,7.97304e-07
845,24,1.8378e-05
845,25,0.000169844
845,26,0.000451189
845,27,0.00039109
845,28,3.96583e-05
845,29,6.55504e-07
846,23,7.67849e-07
846,24,1.73598e-05
846,25,0.000164198
846,26,0.000448309
846,27,0.000399475
846,28,4.17301e-05
846,29,7.29483e-07
847,23,7.41418e-07
847,24,1.63943e-05
847,25,0.000158792
847,26,0.000445347
847,27,0.000407852
847,28,4.39037e-05
847,29,7.66422e-07
848,23,6.84851e-07
848,24,1.54606e-05
848,25,0.000153456
848,26,0.000442245
848,27,0.000416326
848,28,4.61601e-05
848,29,8.36507e-07
849,23,6.16475e-07
849,24,1.45509e-05
849,25,0.000148255
849,26,0.000439026
849,27,0.00042477
849,28,4.85207e-05
849,29,9.4064e-07
850,23,6.52159e-07
850,24,1.36861e-05
850,25,0.000143216
850,26,0.000435573
850,27,0.000433361
850,28,5.09943e-05
850,29,1.02837e-06
851,23,6.08324e-07
851,24,1.29257e-05
851,25,0.000138268
851,26,0.000432169
851,27,0.000441835
851,28,5.35698e-05
851,29,1.11991e-06
852,23,5.66828e-07
852,24,1.21242e-05
852,25,0.000133431
852,26,0.000428646
852,27,0.000450275
852,28,5.62656e-05
852,29,1.2355e-06
853,23,5.06889e-07
853,24,1.14462e-05
853,25,0.000128778
853,26,0.000425076
853,27,0.000458844
853,28,5.89505e-05
853,29,1.36609e-06
854,23,6.21754e-07
854,24,1.06608e-05
854,25,0.000124189
854,26,0.000421363
854,27,0.000467368
854,28,6.17569e-05
854,29,1.57196e-06
855,23,5.09898e-07
855,24,1.00458e-05
855,25,0.000119727
855,26,0.0004176
855,27,0.000475881
855,28,6.46185e-05
855,29,1.67999e-06
856,23,4.50372e-07
856,24,9.50247e-06
856,25,0.000115457
856,26,0.000413689
856,27,0.000484357
856,28,6.76974e-05
856,29,1.82504e-06
857,23,4.0301e-07
857,24,9.01338e-06
857,25,0.000111257
857,26,0.000409593
857,27,0.000492998
857,28,7.08039e-05
857,29,1.97751e-06
858,23,3.81549e-07
858,24,8.47603e-06
858,25,0.000107215
858,26,0.000405497
858,27,0.000501491
858,28,7.40654e-05
858,29,2.17853e-06
859,23,3.71071e-07
859,24,7.93401e-06
859,25,0.000103424
859,26,0.000401233
859,27,0.000509967
859,28,7.75154e-05
859,29,2.48861e-06
860,23,4.17758e-07
860,24,7.41932e-06
860,25,9.95203e-05
860,26,0.000396965
860,27,0.00051834
860,28,8.10507e-05
860,29,2.74568e-06
861,23,4.06451e-07
861,24,7.10557e-06
861,25,9.58592e-05
861,26,0.000392635
861,27,0.000526693
861,28,8.4743e-05
861,29,2.93276e-06
862,23,3.96728e-07
862,24,6.7917e-06
862,25,9.22483e-05
862,26,0.000388167
862,27,0.000535188
862,28,8.8506e-05
862,29,3.05097e-06
863,23,3.38476e-07
863,24,6.39261e-06
863,25,8.87144e-05
863,26,0.000383605
863,27,0.000543572
863,28,9.24791e-05
863,29,3.2916e-06
864,23,2.87238e-07
864,24,6.03683e-06
864,25,8.53279e-05
864,26,0.000379052
864,27,0.000551854
864,28,9.6518e-05
864,29,3.52536e-06
865,23,2.3e-07
865,24,5.66259e-06
865,25,8.20467e-05
865,26,0.000374421
865,27,0.00056002
865,28,0.000100774
865,29,3.82232e-06
866,23,2e-07
866,24,5.30419e-06
866,25,7.88469e-05
866,26,0.000369695
866,27,0.000568049
866,28,0.000105232
866,29,4.14389e-06
867,23,1.1e-07
867,24,4.97535e-06
867,25,7.57171e-05
867,26,0.000364909
867,27,0.000576034
867,28,0.000109859
867,29,4.4202e-06
868,23,1.2e-07
868,24,4.61316e-06
868,25,7.27909e-05
868,26,0.000360015
868,27,0.000584098
868,28,0.000114529
868,29,4.70208e-06
869,23,1.3e-07
869,24,4.3265e-06
869,25,6.99311e-05
869,26,0.000355138
869,27,0.000592065
869,28,0.000119383
869,29,5.06037e-06
870,23,1.3e-07
870,24,4.01185e-06
870,25,6.72142e-05
870,26,0.00035023
870,27,0.00059983
870,28,0.000124369
870,29,5.48273e-06
870,30,1e-08
871,23,1.1e-07
871,24,3.79739e-06
871,25,6.44279e-05
871,26,0.000345315
871,27,0.00060741
871,28,0.000129417
871,29,5.89074e-06
871,30,1e-08
872,23,1.5e-07
872,24,3.51248e-06
872,25,6.17244e-05
872,26,0.000340306
872,27,0.000614989
872,28,0.000134712
872,29,6.39639e-06
872,30,2e-08
873,23,1.8e-07
873,24,3.31089e-06
873,25,5.9201e-05
873,26,0.000335216
873,27,0.000622441
873,28,0.000140126
873,29,6.98435e-06
873,30,3e-08
874,23,1.69694e-07
874,24,3.15502e-06
874,25,5.68834e-05
874,26,0.00033009
874,27,0.000629737
874,28,0.000145672
874,29,7.46629e-06
874,30,5e-08
875,23,1.80181e-07
875,24,2.95902e-06
875,25,5.4591e-05
875,26,0.000324952
875,27,0.000636938
875,28,0.000151424
875,29,8.08708e-06
875,30,7e-08
876,23,1.71402e-07
876,24,2.76206e-06
876,25,5.229e-05
876,26,0.000319744
876,27,0.000643918
876,28,0.000157493
876,29,8.63633e-06
876,30,8e-08
877,23,1.9e-07
877,24,2.4538e-06
877,25,5.00829e-05
877,26,0.000314552
877,27,0.000650827
877,28,0.000163504
877,29,9.19729e-06
877,30,1e-07
878,23,1.78789e-07
878,24,2.31478e-06
878,25,4.81213e-05
878,26,0.000309376
878,27,0.000657529
878,28,0.000169627
878,29,9.8597e-06
878,30,1.4e-07
879,23,1.8845e-07
879,24,2.18475e-06
879,25,4.60519e-05
879,26,0.000304161
879,27,0.000664026
879,28,0.000176101
879,29,1.05282e-05
879,30,1.50194e-07
880,23,2.18917e-07
880,24,2.0732e-06
880,25,4.4014e-05
880,26,0.000298871
880,27,0.000670389
880,28,0.000182841
880,29,1.12446e-05
880,30,2.01215e-07
881,23,2.01255e-07
881,24,1.89964e-06
881,25,4.21493e-05
881,26,0.000293658
881,27,0.00067649
881,28,0.000189614
881,29,1.20489e-05
881,30,2.23125e-07
882,23,2.5e-07
882,24,1.78553e-06
882,25,4.03387e-05
882,26,0.000288388
882,27,0.000682443
882,28,0.000196756
882,29,1.28327e-05
882,30,2.95994e-07
883,23,2.37026e-07
883,24,1.733e-06
883,25,3.8544e-05
883,26,0.000283141
883,27,0.000688149
883,28,0.000203932
883,29,1.36386e-05
883,30,3.20777e-07
884,23,2.05074e-07
884,24,1.57894e-06
884,25,3.68459e-05
884,26,0.000277822
884,27,0.000693681
884,28,0.00021136
884,29,1.456e-05
884,30,3.47536e-07
885,23,1.84067e-07
885,24,1.51762e-06
885,25,3.52066e-05
885,26,0.000272586
885,27,0.000699042
885,28,0.00021896
885,29,1.548e-05
885,30,3.76418e-07
886,23,1.83931e-07
886,24,1.43982e-06
886,25,3.36651e-05
886,26,0.000267383
886,27,0.000704065
886,28,0.000226637
886,29,1.65375e-05
886,30,4.17582e-07
887,23,1.44599e-07
887,24,1.28276e-06
887,25,3.20963e-05
887,26,0.000262226
887,27,0.000708862
887,28,0.000234606
887,29,1.75863e-05
887,30,4.62022e-07
888,23,1.7e-07
888,24,1.20631e-06
888,25,3.06956e-05
888,26,0.000256976
888,27,0.000713526
888,28,0.000242687
888,29,1.86917e-05
888,30,4.9998e-07
889,23,1.39299e-07
889,24,1.17237e-06
889,25,2.93006e-05
