id,parent_id,depth,creation_step,i,r,is_infected
0,-1,0,0,0,0.228384,0
1,0,1,0,0,0,0
2,1,2,0,0,0,0
3,2,3,0,0,0,0
4,3,4,0,0,0,0
5,4,5,0,0,0,0
6,5,6,0,0,0,0
7,6,7,0,0,0,0
8,7,8,0,0,0,0
9,8,9,0,0,0,0
10,9,10,0,0,0,0
11,10,11,0,0,0,0
12,11,12,0,0,0,0
13,12,13,0,0,0,0
14,13,14,0,0,0.100106,0
15,14,15,1,0,0.00926655,0
16,14,15,2,0,0.00936737,0
17,15,16,17,0,0.00056922,0
18,16,16,21,0,0.000986139,0
19,16,16,25,0,0.000632218,0
20,15,16,33,0,0.000619612,0
21,18,17,61,0,0.00329174,0
22,19,17,71,0,0.000789034,0
23,18,17,76,0,0.000625032,0
24,20,17,79,0,0.000290791,0
25,17,17,80,0,0.000164888,0
26,19,17,80,0,0.000110478,0
27,20,17,85,0,0.0003409,0
28,21,18,96,0,0.0172777,0
29,17,17,98,0,0.000324759,0
30,21,18,113,0,0.00811872,0
31,22,18,148,0,0.00307863,0
32,22,18,184,0,3.58889e-05,0
33,23,18,194,0,4.64448e-05,0
34,27,18,203,0,2.14317e-05,0
35,29,18,205,0,0.00109289,0
36,23,18,208,0,5.0416e-05,0
37,28,19,208,0,0.0302579,0
38,28,19,209,0,0.0140498,0
39,29,18,209,0,0.000332395,0
40,24,18,217,0,1.59608e-05,0
41,27,18,228,0,8.68541e-06,0
42,24,18,237,0,9.69015e-05,0
43,30,19,240,0,0.00200508,0
44,30,19,246,0,0.00717906,0
45,25,18,254,0,1.13038e-05,0
46,31,19,271,0,0.000904402,0
47,37,20,275,0,0.016613,0
48,31,19,276,0,0.000701517,0
49,35,19,282,0,0.000109429,0
50,37,20,282,0,0.0184298,0
51,38,20,287,0,0.00255809,0
52,26,18,288,0,6.50279e-08,0
53,35,19,294,0,0.000176496,0
54,44,20,301,0,0.000791525,0
55,44,20,303,0,0.00209274,0
56,25,18,304,0,2.5215e-05,0
57,38,20,306,0,0.000969205,0
58,26,18,310,0,2.95491e-08,0
59,39,19,311,0,5.83869e-06,0
60,47,21,323,0,0.002885,0
61,47,21,324,0,0.00174664,0
62,39,19,326,0,4.16432e-05,0
63,43,20,327,0,0.000152538,0
64,50,21,328,0,0.00568069,0
65,43,20,333,0,0.000185181,0
66,48,20,337,0,0.00017207,0
67,42,19,346,0,9.34766e-09,0
68,46,20,347,0,0.000108917,0
69,50,21,347,0,0.00245473,0
70,46,20,349,0,7.26491e-05,0
71,48,20,358,0,3.34796e-05,0
72,51,21,364,0,0.000159082,0
73,55,21,364,0,0.000139521,0
74,42,19,368,0,5.69693e-06,0
75,53,20,369,0,7.13328e-06,0
76,53,20,371,0,4.89489e-06,0
77,51,21,372,0,0.000383262,0
78,49,20,374,0,1.07348e-05,0
79,55,21,375,0,0.000242708,0
80,64,22,376,0,0.00180322,0
81,57,21,378,0,8.28936e-05,0
82,54,21,379,0,4.27745e-05,0
83,36,19,382,0,1.87638e-06,0
84,54,21,385,0,6.49523e-05,0
85,33,19,386,0,9.37671e-09,0
86,65,21,386,0,7.77698e-06,0
87,33,19,387,0,1.56331e-08,0
88,64,22,387,0,0.00536222,0
89,69,22,387,0,0.00112899,0
90,69,22,388,0,0.00154127,0
91,49,20,389,0,1.73745e-07,0
92,57,21,389,0,6.14144e-05,0
93,61,22,389,0,0.00118468,0
94,66,21,391,0,1.20765e-05,0
95,60,22,392,0,0.00284122,0
96,36,19,394,0,1.00218e-07,0
97,61,22,395,0,0.00053839,0
98,60,22,397,0,0.00109433,0
99,66,21,397,0,4.34983e-07,0
100,62,20,398,0,7.21427e-08,0
101,68,21,401,0,6.09992e-08,0
102,63,21,402,0,1.49351e-05,0
103,68,21,404,0,2.98702e-07,0
104,62,20,406,0,3.27009e-09,0
105,70,21,406,0,5.91247e-06,0
106,63,21,411,0,4.72403e-07,0
107,65,21,415,0,6.31949e-06,0
108,77,22,416,0,0.000270501,0
109,88,23,422,0,0.0082907,0
110,70,21,425,0,2.40296e-08,0
