Step,Center_X,Center_Y,Width
0,14.999999999999998,24.43845289680629,1.7763568394002505e-15
100,16.999999999999996,21.0,3.552713678800501e-15
200,18.552043176561295,15.141094834232847,0.517792215466714
300,21.797227036395142,9.696707105719236,0.49200816393276
400,25.2478527607362,8.535705521472392,0.504621272468123
500,29.07336488812393,8.843588640275389,0.5012854760259439
