step,depth,i
1121,21,2.47651e-06
1122,18,5.61919e-06
1122,19,0.000210467
1122,20,0.000334004
1122,21,2.63829e-06
1123,18,5.3904e-06
1123,19,0.000208548
1123,20,0.000342501
1123,21,2.79729e-06
1124,18,5.17006e-06
1124,19,0.000206592
1124,20,0.000351169
1124,21,2.9545e-06
1125,18,4.95787e-06
1125,19,0.00020462
1125,20,0.000360019
1125,21,3.13024e-06
1126,18,4.75356e-06
1126,19,0.000202632
1126,20,0.000369023
1126,21,3.27383e-06
1127,18,4.55687e-06
1127,19,0.000200639
1127,20,0.0003782
1127,21,3.44615e-06
1128,18,4.36754e-06
1128,19,0.00019864
1128,20,0.000387511
1128,21,3.63707e-06
1129,18,4.18533e-06
1129,19,0.000196607
1129,20,0.000397015
1129,21,3.84815e-06
1130,18,4.00998e-06
1130,19,0.000194569
1130,20,0.000406673
1130,21,4.06872e-06
1131,18,3.84128e-06
1131,19,0.000192517
1131,20,0.000416474
1131,21,4.2797e-06
1132,18,3.67898e-06
1132,19,0.000190462
1132,20,0.000426427
1132,21,4.52213e-06
1133,18,3.52287e-06
1133,19,0.000188384
1133,20,0.000436552
1133,21,4.77653e-06
1134,18,3.37274e-06
1134,19,0.000186303
1134,20,0.000446837
1134,21,5.05343e-06
1135,18,3.22838e-06
1135,19,0.0001842
1135,20,0.000457292
1135,21,5.33289e-06
1136,18,3.08959e-06
1136,19,0.000182085
1136,20,0.000467915
1136,21,5.61603e-06
1137,18,2.95618e-06
1137,19,0.000179948
1137,20,0.000478686
1137,21,5.97281e-06
1138,18,2.82795e-06
1138,19,0.000177801
1138,20,0.000489612
1138,21,6.3244e-06
1139,18,2.70473e-06
1139,19,0.000175644
1139,20,0.000500712
1139,21,6.65616e-06
1140,18,2.58635e-06
1140,19,0.000173497
1140,20,0.000511933
1140,21,7.00359e-06
1141,18,2.47262e-06
1141,19,0.00017133
1141,20,0.000523312
1141,21,7.37775e-06
1142,18,2.36339e-06
1142,19,0.000169145
1142,20,0.000534838
1142,21,7.77891e-06
1143,18,2.2585e-06
1143,19,0.000166972
1143,20,0.000546486
1143,21,8.18888e-06
1144,18,2.15779e-06
1144,19,0.000164771
1144,20,0.000558293
1144,21,8.63746e-06
1145,18,2.06111e-06
1145,19,0.000162562
1145,20,0.000570227
1145,21,9.1265e-06
1146,18,1.96833e-06
1146,19,0.000160347
1146,20,0.000582312
1146,21,9.60666e-06
1147,18,1.87928e-06
1147,19,0.000158137
1147,20,0.000594506
1147,21,1.00779e-05
1148,18,1.79385e-06
1148,19,0.00015593
1148,20,0.000606792
1148,21,1.06414e-05
1149,18,1.71191e-06
1149,19,0.000153709
1149,20,0.000619227
1149,21,1.11992e-05
1150,18,1.63331e-06
1150,19,0.000151493
1150,20,0.000631765
1150,21,1.1777e-05
1151,18,1.55795e-06
1151,19,0.000149274
1151,20,0.000644411
1151,21,1.23808e-05
1152,18,1.48571e-06
1152,19,0.000147051
1152,20,0.000657148
1152,21,1.30214e-05
1153,18,1.41646e-06
1153,19,0.000144826
1153,20,0.000670002
1153,21,1.36701e-05
1154,18,1.3501e-06
1154,19,0.000142599
1154,20,0.000682934
1154,21,1.43575e-05
1155,18,1.28652e-06
1155,19,0.00014036
1155,20,0.00069596
1155,21,1.50748e-05
1156,18,1.22562e-06
1156,19,0.000138131
1156,20,0.000709051
1156,21,1.58232e-05
1157,18,1.1673e-06
1157,19,0.000135891
1157,20,0.00072223
1157,21,1.65938e-05
1158,18,1.11145e-06
1158,19,0.000133653
1158,20,0.000735459
1158,21,1.74074e-05
1159,18,1.058e-06
1159,19,0.000131426
1159,20,0.000748731
1159,21,1.82554e-05
1160,18,1.00684e-06
1160,19,0.000129201
1160,20,0.000762036
1160,21,1.91492e-05
1161,18,9.57891e-07
1161,19,0.000126979
1161,20,0.000775386
1161,21,2.00702e-05
1162,18,9.11067e-07
1162,19,0.00012475
1162,20,0.000788771
1162,21,2.10295e-05
1163,18,8.66286e-07
1163,19,0.000122536
1163,20,0.000802153
1163,21,2.20383e-05
1164,18,8.23471e-07
1164,19,0.000120327
1164,20,0.00081554
1164,21,2.3088e-05
1165,18,7.82544e-07
1165,19,0.000118123
1165,20,0.000828923
1165,21,2.41802e-05
1166,18,7.43432e-07
1166,19,0.000115915
1166,20,0.000842301
1166,21,2.53161e-05
1167,18,7.06065e-07
1167,19,0.000113714
1167,20,0.000855654
1167,21,2.64971e-05
1168,18,6.70374e-07
1168,19,0.000111522
1168,20,0.00086897
1168,21,2.77246e-05
1169,18,6.36293e-07
1169,19,0.000109348
1169,20,0.000882218
1169,21,2.901e-05
1170,18,6.03758e-07
1170,19,0.000107174
1170,20,0.000895436
1170,21,3.03252e-05
1171,18,5.72708e-07
1171,19,0.000105009
1171,20,0.000908563
1171,21,3.17106e-05
1172,18,5.43082e-07
1172,19,0.000102866
1172,20,0.000921616
1172,21,3.31288e-05
1173,18,5.14824e-07
1173,19,0.000100734
1173,20,0.000934543
1173,21,3.46301e-05
1174,18,4.87879e-07
1174,19,9.86044e-05
1174,20,0.000947361
1174,21,3.6197e-05
1175,18,4.62193e-07
1175,19,9.64879e-05
1175,20,0.000960086
1175,21,3.77919e-05
1176,18,4.37714e-07
1176,19,9.43954e-05
1176,20,0.000972647
1176,21,3.94648e-05
1177,18,4.14392e-07
1177,19,9.23072e-05
1177,20,0.00098507
1177,21,4.11981e-05
1178,18,3.92181e-07
1178,19,9.02344e-05
1178,20,0.000997372
1178,21,4.29531e-05
1179,18,3.71033e-07
1179,19,8.81777e-05
1179,20,0.00100947
1179,21,4.47998e-05
1180,18,3.50904e-07
1180,19,8.61479e-05
1180,20,0.00102137
1180,21,4.67108e-05
1181,18,3.31752e-07
1181,19,8.41253e-05
1181,20,0.00103306
1181,21,4.86974e-05
1182,18,3.13534e-07
1182,19,8.21309e-05
1182,20,0.00104454
1182,21,5.07514e-05
1183,18,2.96212e-07
1183,19,8.01452e-05
1183,20,0.00105579
1183,21,5.2874e-05
1184,18,2.79746e-07
1184,19,7.81791e-05
1184,20,0.0010668
1184,21,5.50669e-05
1185,18,2.64099e-07
1185,19,7.62333e-05
1185,20,0.00107756
1185,21,5.73212e-05
1186,18,2.49236e-07
1186,19,7.43083e-05
1186,20,0.00108806
1186,21,5.96482e-05
1187,18,2.35123e-07
1187,19,7.24148e-05
1187,20,0.00109827
1187,21,6.20387e-05
1188,18,2.21727e-07
1188,19,7.05332e-05
1188,20,0.0011082
1188,21,6.44942e-05
1189,18,2.09015e-07
1189,19,6.86843e-05
1189,20,0.0011178
1189,21,6.70451e-05
1190,18,1.96957e-07
1190,19,6.68585e-05
1190,20,0.00112706
1190,21,6.96835e-05
1191,18,1.85524e-07
1191,19,6.50563e-05
1191,20,0.00113601
1191,21,7.23811e-05
1192,18,1.74688e-07
1192,19,6.32782e-05
1192,20,0.00114459
1192,21,7.51782e-05
1193,18,1.64421e-07
1193,19,6.15148e-05
1193,20,0.00115283
1193,21,7.80466e-05
1194,18,1.54697e-07
1194,19,5.97768e-05
1194,20,0.00116069
1194,21,8.10171e-05
1195,18,1.45491e-07
1195,19,5.80746e-05
1195,20,0.00116814
1195,21,8.40809e-05
1196,18,1.36778e-07
1196,19,5.63986e-05
1196,20,0.0011752
1196,21,8.72199e-05
1197,18,1.28536e-07
1197,19,5.4749e-05
1197,20,0.0011819
1197,21,9.04045e-05
1198,18,1.20743e-07
1198,19,5.31262e-05
1198,20,0.00118816
1198,21,9.37037e-05
1199,18,1.13376e-07
1199,19,5.15307e-05
1199,20,0.001194
1199,21,9.70896e-05
1200,18,1.06416e-07
1200,19,4.99627e-05
1200,20,0.00119938
1200,21,0.000100573
1200,22,1e-08
1201,18,1.2e-07
1201,19,4.84227e-05
1201,20,0.00120436
1201,21,0.000104114
1202,18,1.12541e-07
1202,19,4.69108e-05
1202,20,0.00120884
1202,21,0.000107793
1203,18,1.05502e-07
1203,19,4.54273e-05
1203,20,0.00121288
1203,21,0.000111541
1203,22,1e-08
1204,18,8e-08
1204,19,4.39724e-05
1204,20,0.00121647
1204,21,0.000115369
1204,22,1e-08
1205,18,5e-08
1205,19,4.25464e-05
1205,20,0.00121957
1205,21,0.000119306
1205,22,1e-08
1206,18,2e-08
1206,19,4.11494e-05
1206,20,0.0012222
1206,21,0.000123314
1206,22,3e-08
1207,18,1e-08
1207,19,3.97815e-05
1207,20,0.00122436
1207,21,0.00012742
1207,22,2e-08
1208,18,1e-08
1208,19,3.84429e-05
1208,20,0.00122604
1208,21,0.000131606
1208,22,4e-08
1209,18,1e-08
1209,19,3.71336e-05
1209,20,0.00122722
1209,21,0.000135882
1209,22,4e-08
1210,19,3.58536e-05
1210,20,0.00122795
1210,21,0.000140217
1210,22,3e-08
1211,19,3.4603e-05
1211,20,0.00122818
1211,21,0.000144649
1211,22,3e-08
1212,19,3.33819e-05
1212,20,0.00122788
1212,21,0.000149199
1212,22,6e-08
1213,19,3.219e-05
1213,20,0.00122708
1213,21,0.000153827
1213,22,8e-08
1214,19,3.10274e-05
1214,20,0.00122584
1214,21,0.000158512
1214,22,1.1e-07
1215,19,2.98939e-05
1215,20,0.00122406
1215,21,0.000163313
1215,22,1.5e-07
1216,19,2.87895e-05
1216,20,0.00122182
1216,21,0.000168179
1216,22,1.8e-07
1217,19,2.7714e-05
1217,20,0.00121906
1217,21,0.00017316
1217,22,1.87628e-07
1218,19,2.66671e-05
1218,20,0.00121584
1218,21,0.000178184
1218,22,2.26164e-07
1219,19,2.56488e-05
1219,20,0.00121212
1219,21,0.000183309
1219,22,2.55642e-07
1220,19,2.46587e-05
1220,20,0.00120794
1220,21,0.000188505
1220,22,3.06102e-07
1221,19,2.36967e-05
1221,20,0.0012033
1221,21,0.000193771
1221,22,3.57051e-07
1222,19,2.27623e-05
1222,20,0.00119819
1222,21,0.000199113
1222,22,3.95459e-07
1223,19,2.18554e-05
1223,20,0.00119259
1223,21,0.000204551
1223,22,4.24797e-07
1224,19,2.09756e-05
1224,20,0.00118654
1224,21,0.000210074
1224,22,4.15624e-07
1225,19,2.01226e-05
1225,20,0.00118006
1225,21,0.00021566
1225,22,4.37487e-07
1226,19,1.9296e-05
1226,20,0.00117314
1226,21,0.000221327
1226,22,4.70943e-07
1227,19,1.84954e-05
1227,20,0.00116578
1227,21,0.000227063
1227,22,5.25547e-07
1228,19,1.77204e-05
1228,20,0.00115801
1228,21,0.000232857
1228,22,6.11347e-07
1229,19,1.69707e-05
1229,20,0.00114985
1229,21,0.000238696
1229,22,6.38898e-07
1230,19,1.62458e-05
1230,20,0.00114126
1230,21,0.000244637
1230,22,7.97768e-07
1231,19,1.55452e-05
1231,20,0.00113229
1231,21,0.00025064
1231,22,8.40049e-07
1232,19,1.48686e-05
1232,20,0.00112295
1232,21,0.00025668
1232,22,9.0431e-07
1233,19,1.42154e-05
1233,20,0.00111327
1233,21,0.000262766
1233,22,9.51661e-07
1234,19,1.35851e-05
1234,20,0.00110324
1234,21,0.000268905
1234,22,1.0012e-06
1235,19,1.29774e-05
1235,20,0.00109286
1235,21,0.000275083
1235,22,1.07301e-06
1236,19,1.23917e-05
1236,20,0.00108215
1236,21,0.000281319
1236,22,1.14825e-06
1237,19,1.18274e-05
1237,20,0.0010711
1237,21,0.000287628
1237,22,1.21707e-06
1238,19,1.12842e-05
1238,20,0.00105978
1238,21,0.00029395
1238,22,1.28904e-06
1239,19,1.07615e-05
1239,20,0.00104817
1239,21,0.00030032
1239,22,1.36427e-06
1240,19,1.02588e-05
1240,20,0.00103632
1240,21,0.000306695
1240,22,1.44288e-06
1241,19,9.77552e-06
1241,20,0.00102416
1241,21,0.000313142
1241,22,1.53502e-06
1242,19,9.31124e-06
1242,20,0.00101176
1242,21,0.00031961
1242,22,1.63125e-06
1243,19,8.86541e-06
1243,20,0.00099917
1243,21,0.000326083
1243,22,1.72185e-06
1244,19,8.43751e-06
1244,20,0.000986381
1244,21,0.00033255
1244,22,1.8264e-06
1245,19,8.02704e-06
1245,20,0.000973352
1245,21,0.000339065
1245,22,1.94572e-06
1246,19,7.63349e-06
1246,20,0.000960136
1246,21,0.000345607
1246,22,2.06034e-06
1247,19,7.25634e-06
1247,20,0.000946758
1247,21,0.000352171
1247,22,2.15991e-06
1248,19,6.8951e-06
1248,20,0.000933233
1248,21,0.000358705
1248,22,2.29368e-06
1249,19,6.54927e-06
1249,20,0.000919573
1249,21,0.000365245
1249,22,2.42337e-06
1250,19,6.21836e-06
1250,20,0.000905793
1250,21,0.000371777
1250,22,2.55864e-06
1251,19,5.90187e-06
1251,20,0.000891857
1251,21,0.000378348
1251,22,2.69969e-06
1252,19,5.59932e-06
1252,20,0.00087784
1252,21,0.000384894
1252,22,2.84659e-06
1253,19,5.31025e-06
1253,20,0.000863724
1253,21,0.000391433
1253,22,3.00967e-06
1254,19,5.03417e-06
1254,20,0.000849532
1254,21,0.000397951
1254,22,3.1895e-06
1255,19,4.77064e-06
1255,20,0.000835279
1255,21,0.000404483
1255,22,3.34693e-06
1256,19,4.49148e-06
1256,20,0.000820956
1256,21,0.000410998
1256,22,3.5307e-06
1257,19,4.23763e-06
1257,20,0.000806628
1257,21,0.000417481
1257,22,3.70192e-06
1258,19,4.00467e-06
1258,20,0.000792275
1258,21,0.000423938
1258,22,3.87996e-06
1259,19,3.78219e-06
1259,20,0.00077791
1259,21,0.000430357
1259,22,4.07502e-06
1260,19,3.55978e-06
1260,20,0.000763515
1260,21,0.000436754
1260,22,4.29776e-06
1261,19,3.37707e-06
1261,20,0.000749171
1261,21,0.000443086
1261,22,4.51946e-06
1262,19,3.21367e-06
1262,20,0.00073485
1262,21,0.000449388
1262,22,4.74001e-06
1263,19,3.0392e-06
1263,20,0.000720551
1263,21,0.000455647
1263,22,4.97906e-06
1264,19,2.8733e-06
1264,20,0.000706306
1264,21,0.000461861
1264,22,5.21752e-06
1265,19,2.69563e-06
1265,20,0.000692094
1265,21,0.000468045
1265,22,5.4651e-06
1266,19,2.52584e-06
1266,20,0.000677966
1266,21,0.000474147
1266,22,5.73218e-06
1267,19,2.3836e-06
1267,20,0.000663881
1267,21,0.000480243
1267,22,5.98934e-06
1268,19,2.24858e-06
1268,20,0.000649927
1268,21,0.00048621
1268,22,6.27621e-06
1269,19,2.12048e-06
1269,20,0.000636034
1269,21,0.000492144
1269,22,6.57375e-06
1270,19,1.99899e-06
1270,20,0.000622249
1270,21,0.000498013
1270,22,6.87234e-06
1271,19,1.88381e-06
1271,20,0.000608571
1271,21,0.000503803
1271,22,7.192e-06
1272,19,1.77467e-06
1272,20,0.000594996
1272,21,0.000509541
1272,22,7.51331e-06
1273,19,1.67129e-06
1273,20,0.000581553
1273,21,0.000515194
1273,22,7.8463e-06
1274,19,1.5734e-06
1274,20,0.000568267
1274,21,0.000520729
1274,22,8.20129e-06
1275,19,1.48076e-06
1275,20,0.000555075
1275,21,0.000526233
1275,22,8.5591e-06
1276,19,1.39311e-06
1276,20,0.000542034
1276,21,0.000531643
1276,22,8.92973e-06
1277,19,1.31022e-06
1277,20,0.000529138
1277,21,0.000536946
1277,22,9.33354e-06
1278,19,1.23186e-06
1278,20,0.000516384
1278,21,0.000542199
1278,22,9.72171e-06
1279,19,1.15781e-06
1279,20,0.000503816
1279,21,0.000547311
1279,22,1.01434e-05
1280,19,1.08786e-06
1280,20,0.000491389
1280,21,0.000552347
1280,22,1.05797e-05
1281,19,1.02181e-06
1281,20,0.000479126
1281,21,0.000557296
1281,22,1.10212e-05
1282,19,9.59474e-07
1282,20,0.000467043
1282,21,0.000562105
1282,22,1.15079e-05
1283,19,9.00653e-07
1283,20,0.000455132
1283,21,0.000566831
1283,22,1.19914e-05
1284,19,8.45174e-07
1284,20,0.000443396
1284,21,0.000571452
1284,22,1.24914e-05
1285,19,7.92866e-07
1285,20,0.00043183
1285,21,0.000575975
1285,22,1.30083e-05
1286,19,7.43567e-07
1286,20,0.000420454
1286,21,0.000580379
1286,22,1.35424e-05
1287,19,6.97118e-07
1287,20,0.000409273
1287,21,0.000584671
1287,22,1.40843e-05
1288,19,6.53372e-07
1288,20,0.000398267
1288,21,0.000588859
1288,22,1.46441e-05
1289,19,6.12186e-07
1289,20,0.000387448
1289,21,0.00059294
1289,22,1.52122e-05
1290,19,5.73424e-07
1290,20,0.000376819
1290,21,0.000596884
1290,22,1.58189e-05
1291,19,5.36956e-07
1291,20,0.000366379
1291,21,0.000600698
1291,22,1.64554e-05
1292,19,5.02658e-07
1292,20,0.000356131
1292,21,0.00060441
1292,22,1.70925e-05
1293,19,4.70411e-07
1293,20,0.000346086
1293,21,0.000607979
1293,22,1.77601e-05
1294,19,4.40104e-07
1294,20,0.000336232
1294,21,0.000611432
1294,22,1.8439e-05
1295,19,4.1163e-07
1295,20,0.000326561
1295,21,0.000614769
1295,22,1.91393e-05
1296,19,3.84886e-07
1296,20,0.000317103
1296,21,0.000617958
1296,22,1.98616e-05
1297,19,3.59776e-07
1297,20,0.000307838
1297,21,0.000621017
1297,22,2.06065e-05
1298,19,3.36208e-07
1298,20,0.000298744
1298,21,0.000623956
1298,22,2.13846e-05
1299,19,3.14095e-07
1299,20,0.000289853
1299,21,0.000626752
1299,22,2.21867e-05
1300,19,2.93353e-07
1300,20,0.000281142
1300,21,0.000629416
1300,22,2.30235e-05
1301,19,2.73903e-07
1301,20,0.000272622
1301,21,0.000631976
1301,22,2.38559e-05
1302,19,2.55672e-07
1302,20,0.000264302
1302,21,0.00063439
1302,22,2.47133e-05
1303,19,2.38587e-07
1303,20,0.000256169
1303,21,0.000636649
1303,22,2.56164e-05
1304,19,2.22583e-07
1304,20,0.000248213
1304,21,0.000638801
1304,22,2.65267e-05
1305,19,2.07595e-07
1305,20,0.000240453
1305,21,0.000640796
1305,22,2.74739e-05
1306,19,1.93563e-07
1306,20,0.000232866
1306,21,0.000642643
1306,22,2.8469e-05
1307,19,1.8043e-07
1307,20,0.000225462
1307,21,0.000644361
1307,22,2.94834e-05
1308,19,1.68143e-07
1308,20,0.000218238
1308,21,0.000645931
1308,22,3.05374e-05
1309,19,1.56651e-07
1309,20,0.000211192
1309,21,0.000647361
1309,22,3.16218e-05
1310,19,1.45905e-07
1310,20,0.000204343
1310,21,0.000648622
1310,22,3.27475e-05
1311,19,1.35859e-07
1311,20,0.000197657
1311,21,0.000649773
1311,22,3.38854e-05
1312,19,1.26472e-07
1312,20,0.000191143
1312,21,0.000650794
1312,22,3.50458e-05
1313,19,1.17702e-07
1313,20,0.000184799
1313,21,0.000651675
1313,22,3.62387e-05
1314,19,1.09512e-07
1314,20,0.000178631
1314,21,0.000652397
1314,22,3.74751e-05
1315,19,1.01865e-07
1315,20,0.000172628
1315,21,0.000652979
1315,22,3.87459e-05
1316,19,8e-08
1316,20,0.000166777
1316,21,0.000653413
1316,22,4.00719e-05
1317,19,4e-08
1317,20,0.000161075
1317,21,0.000653747
1317,22,4.14043e-05
1318,19,2e-08
1318,20,0.000155541
1318,21,0.000653934
1318,22,4.27731e-05
1319,19,4e-08
1319,20,0.000150171
1319,21,0.000653962
1319,22,4.41889e-05
1320,19,4e-08
1320,20,0.000144952
1320,21,0.000653864
1320,22,4.56329e-05
1321,19,3e-08
1321,20,0.000139872
1321,21,0.000653628
1321,22,4.71255e-05
1322,19,3e-08
1322,20,0.000134949
1322,21,0.000653248
1322,22,4.86576e-05
1323,19,3e-08
1323,20,0.000130158
1323,21,0.000652732
1323,22,5.02403e-05
1324,19,5e-08
1324,20,0.000125518
1324,21,0.000652083
1324,22,5.18543e-05
1325,19,5e-08
1325,20,0.000121016
1325,21,0.000651321
1325,22,5.34903e-05
1326,19,8e-08
1326,20,0.000116638
1326,21,0.000650417
1326,22,5.51886e-05
1327,19,8e-08
1327,20,0.000112393
1327,21,0.000649392
1327,22,5.69204e-05
1328,19,1.2e-07
1328,20,0.000108288
1328,21,0.000648218
1328,22,5.87063e-05
1329,19,1.11227e-07
1329,20,0.000104299
1329,21,0.000646917
1329,22,6.05474e-05
1330,19,1.0307e-07
1330,20,0.000100433
1330,21,0.000645509
1330,22,6.24148e-05
1331,19,1.1e-07
1331,20,9.66894e-05
1331,21,0.000643965
1331,22,6.43386e-05
1332,19,1.01884e-07
1332,20,9.30639e-05
1332,21,0.000642268
1332,22,6.63499e-05
1333,19,1e-07
1333,20,8.9564e-05
1333,21,0.000640458
1333,22,6.83803e-05
1334,19,8e-08
1334,20,8.61767e-05
1334,21,0.000638518
1334,22,7.04801e-05
1335,19,1.3e-07
1335,20,8.28892e-05
1335,21,0.000636489
1335,22,7.25908e-05
1336,19,1.20293e-07
1336,20,7.97093e-05
1336,21,0.000634323
1336,22,7.47523e-05
1337,19,1.11284e-07
1337,20,7.66442e-05
1337,21,0.000632062
1337,22,7.6996e-05
1338,19,1.02926e-07
1338,20,7.3681e-05
1338,21,0.000629687
1338,22,7.92624e-05
1339,19,9e-08
1339,20,7.0817e-05
1339,21,0.000627171
1339,22,8.16518e-05
1340,19,7e-08
1340,20,6.80496e-05
1340,21,0.000624565
1340,22,8.40203e-05
1341,19,1e-07
1341,20,6.53763e-05
1341,21,0.000621851
1341,22,8.64641e-05
1342,19,1.1e-07
1342,20,6.27946e-05
1342,21,0.000619022
1342,22,8.89741e-05
1343,19,1.0162e-07
1343,20,6.0302e-05
1343,21,0.000616069
1343,22,9.15615e-05
1344,19,8e-08
1344,20,5.78961e-05
1344,21,0.000613045
1344,22,9.41677e-05
1345,19,4e-08
1345,20,5.55743e-05
1345,21,0.000609911
1345,22,9.68528e-05
1346,19,3e-08
1346,20,5.33344e-05
1346,21,0.00060671
1346,22,9.95481e-05
1347,19,3e-08
1347,20,5.11741e-05
1347,21,0.000603415
1347,22,0.000102324
1348,19,5e-08
1348,20,4.90909e-05
1348,21,0.000599996
1348,22,0.00010519
1349,19,5e-08
1349,20,4.70828e-05
1349,21,0.000596487
1349,22,0.00010811
1349,23,1e-08
1350,19,1e-08
1350,20,4.51474e-05
1350,21,0.0005929
1350,22,0.000111092
1350,23,2e-08
1351,19,2e-08
1351,20,4.32826e-05
1351,21,0.000589217
1351,22,0.00011414
1351,23,1e-08
1352,19,3e-08
1352,20,4.14862e-05
1352,21,0.00058543
1352,22,0.000117272
1352,23,3e-08
1353,19,4e-08
1353,20,3.97562e-05
1353,21,0.000581583
1353,22,0.000120451
1353,23,4e-08
1354,19,3e-08
1354,20,3.80906e-05
1354,21,0.000577656
1354,22,0.000123706
1354,23,5e-08
1355,19,5e-08
1355,20,3.64872e-05
1355,21,0.000573653
1355,22,0.000127019
1355,23,5e-08
1356,19,6e-08
1356,20,3.49443e-05
1356,21,0.000569566
1356,22,0.000130411
1356,23,6e-08
1357,19,5e-08
1357,20,3.34597e-05
1357,21,0.000565417
1357,22,0.000133873
1357,23,4e-08
1358,19,4e-08
1358,20,3.20318e-05
1358,21,0.000561199
1358,22,0.000137394
1358,23,5e-08
1359,19,5e-08
1359,20,3.06586e-05
1359,21,0.000556933
1359,22,0.000140967
1359,23,5e-08
1360,19,5e-08
1360,20,2.93383e-05
1360,21,0.000552583
1360,22,0.000144641
1360,23,8e-08
1361,19,5e-08
1361,20,2.80692e-05
1361,21,0.0005482
1361,22,0.000148359
1361,23,4e-08
1362,19,3e-08
1362,20,2.68497e-05
1362,21,0.000543738
1362,22,0.000152159
1362,23,2e-08
1363,19,1e-08
1363,20,2.5678e-05
1363,21,0.000539227
1363,22,0.000156033
1363,23,2e-08
1364,19,2e-08
1364,20,2.45526e-05
1364,21,0.000534662
1364,22,0.000159972
1364,23,3e-08
1365,19,3e-08
1365,20,2.34718e-05
1365,21,0.000530033
1365,22,0.000163996
1365,23,6e-08
1366,19,6e-08
1366,20,2.24341e-05
1366,21,0.000525334
1366,22,0.000168125
1366,23,7e-08
1367,19,5e-08
1367,20,2.1438e-05
1367,21,0.000520617
1367,22,0.000172312
1367,23,8e-08
1368,19,6e-08
1368,20,2.04822e-05
1368,21,0.000515864
1368,22,0.000176567
1368,23,1.1e-07
1369,19,3e-08
1369,20,1.9565e-05
1369,21,0.000511057
1369,22,0.000180909
1369,23,1.24859e-07
1370,19,3e-08
1370,20,1.86853e-05
1370,21,0.000506199
1370,22,0.00018531
1370,23,1.30421e-07
1371,19,1e-08
1371,20,1.78416e-05
1371,21,0.000501312
1371,22,0.000189801
1371,23,1.56233e-07
1372,19,1e-08
1372,20,1.70327e-05
1372,21,0.000496378
1372,22,0.000194382
1372,23,1.82304e-07
1373,20,1.62572e-05
1373,21,0.00049143
1373,22,0.000199013
1373,23,1.98644e-07
1374,20,1.5514e-05
1374,21,0.000486439
1374,22,0.000203775
1374,23,2.25266e-07
1375,20,1.48019e-05
1375,21,0.000481417
1375,22,0.000208582
1375,23,1.92179e-07
1376,20,1.41197e-05
1376,21,0.000476348
1376,22,0.000213502
1376,23,2.0987e-07
1377,20,1.34664e-05
1377,21,0.000471243
1377,22,0.000218514
1377,23,2.27898e-07
1378,20,1.28407e-05
1378,21,0.000466145
1378,22,0.000223581
1378,23,2.16276e-07
1379,20,1.22418e-05
1379,21,0.000461025
1379,22,0.000228732
1379,23,2.15017e-07
1380,20,1.16685e-05
1380,21,0.000455885
1380,22,0.000233957
1380,23,2.14136e-07
1381,20,1.11199e-05
1381,21,0.000450717
1381,22,0.000239286
1381,23,2.24113e-07
1382,20,1.0595e-05
1382,21,0.000445545
1382,22,0.000244681
1382,23,2.44518e-07
1383,20,1.00929e-05
1383,21,0.000440348
1383,22,0.00025018
1383,23,2.55829e-07
1384,20,9.61276e-06
1384,21,0.00043515
1384,22,0.000255744
1384,23,2.77621e-07
1385,20,9.15367e-06
1385,21,0.000429922
1385,22,0.000261414
1385,23,2.99912e-07
1386,20,8.71481e-06
1386,21,0.000424706
1386,22,0.00026715
1386,23,3.33178e-07
1387,20,8.29537e-06
1387,21,0.000419475
1387,22,0.000272992
1387,23,3.47001e-07
1388,20,7.89459e-06
1388,21,0.000414229
1388,22,0.00027893
1388,23,3.71401e-07
1389,20,7.5117e-06
1389,21,0.000409
1389,22,0.000284923
1389,23,4.06399e-07
1390,20,7.14598e-06
1390,21,0.000403781
1390,22,0.000290972
1390,23,4.62018e-07
1391,20,6.79674e-06
1391,21,0.000398533
1391,22,0.000297156
1391,23,5.2873e-07
1392,20,6.46331e-06
1392,21,0.000393279
1392,22,0.000303426
1392,23,5.713e-07
1393,20,6.14503e-06
1393,21,0.000388078
1393,22,0.00030973
1393,23,6.25718e-07
1394,20,5.84127e-06
1394,21,0.000382854
1394,22,0.000316149
1394,23,6.8161e-07
1395,20,5.55144e-06
1395,21,0.000377647
1395,22,0.000322642
1395,23,7.39472e-07
1396,20,5.27495e-06
1396,21,0.000372449
1396,22,0.000329229
1396,23,8.28938e-07
1397,20,5.01124e-06
1397,21,0.000367251
1397,22,0.000335908
1397,23,8.76449e-07
1398,20,4.75977e-06
1398,21,0.000362086
1398,22,0.000342651
1398,23,9.25955e-07
1399,20,4.52002e-06
1399,21,0.000356914
1399,22,0.000349486
1399,23,9.87529e-07
1400,20,4.2915e-06
1400,21,0.000351777
1400,22,0.000356392
1400,23,1.04127e-06
1401,20,4.07371e-06
1401,21,0.000346647
1401,22,0.000363398
1401,23,1.08729e-06
1402,20,3.86621e-06
1402,21,0.000341534
1402,22,0.000370474
1402,23,1.14518e-06
1403,20,3.66854e-06
1403,21,0.000336419
1403,22,0.000377639
1403,23,1.21545e-06
1404,20,3.48027e-06
1404,21,0.000331336
1404,22,0.000384872
1404,23,1.29863e-06
1405,20,3.301e-06
1405,21,0.000326293
1405,22,0.000392161
1405,23,1.37487e-06
1406,20,3.13033e-06
1406,21,0.000321263
1406,22,0.000399535
1406,23,1.46424e-06
1407,20,2.96788e-06
1407,21,0.000316257
1407,22,0.000406984
1407,23,1.55688e-06
1408,20,2.81329e-06
