step,total_i
1654,0.00259398
1655,0.00259124
1656,0.00258761
1657,0.00258335
1658,0.00257836
1659,0.00257272
1660,0.00256633
1661,0.00255915
1662,0.0025517
1663,0.00254335
1664,0.00253441
1665,0.00252469
1666,0.0025145
1667,0.00250361
1668,0.00249206
1669,0.00248021
1670,0.00246781
1671,0.00245483
1672,0.00244125
1673,0.00242719
1674,0.00241268
1675,0.00239794
1676,0.00238248
1677,0.00236666
1678,0.00235083
1679,0.00233432
1680,0.00231726
1681,0.0023001
1682,0.00228245
1683,0.00226453
1684,0.00224645
1685,0.00222808
1686,0.00220958
1687,0.00219079
1688,0.00217183
1689,0.00215292
1690,0.00213373
1691,0.00211451
1692,0.00209517
1693,0.00207574
1694,0.00205622
1695,0.00203647
1696,0.00201688
1697,0.00199743
1698,0.00197795
1699,0.00195835
1700,0.00193894
1701,0.00191951
1702,0.00190008
1703,0.00188071
1704,0.00186157
1705,0.00184242
1706,0.00182364
1707,0.00180479
1708,0.00178628
1709,0.00176771
1710,0.00174945
1711,0.00173115
1712,0.00171335
1713,0.00169565
1714,0.00167822
1715,0.00166076
1716,0.00164336
1717,0.00162636
1718,0.00160969
1719,0.00159327
1720,0.00157725
1721,0.00156124
1722,0.00154537
1723,0.00152986
1724,0.00151462
1725,0.00149954
1726,0.00148482
1727,0.0014702
1728,0.00145604
1729,0.00144203
1730,0.00142841
1731,0.00141486
1732,0.00140171
1733,0.00138893
1734,0.00137636
1735,0.001364
1736,0.00135186
1737,0.00134
1738,0.00132846
1739,0.00131715
1740,0.00130629
1741,0.00129545
1742,0.00128495
1743,0.00127475
1744,0.00126496
1745,0.00125523
1746,0.00124582
1747,0.00123666
1748,0.00122774
1749,0.00121911
1750,0.00121074
1751,0.00120271
1752,0.00119494
1753,0.00118736
1754,0.00117999
1755,0.00117295
1756,0.00116595
1757,0.00115942
1758,0.00115307
1759,0.001147
1760,0.00114116
1761,0.00113556
1762,0.00113012
1763,0.00112504
1764,0.00112019
1765,0.00111553
1766,0.00111113
1767,0.00110703
1768,0.00110303
1769,0.00109935
1770,0.00109607
1771,0.00109301
1772,0.00109003
1773,0.00108737
1774,0.00108484
1775,0.00108267
1776,0.00108068
1777,0.00107881
1778,0.00107722
1779,0.00107583
1780,0.00107478
1781,0.00107404
1782,0.00107361
1783,0.00107326
1784,0.00107301
1785,0.00107313
1786,0.00107342
1787,0.00107405
1788,0.00107482
1789,0.00107574
1790,0.00107695
1791,0.00107833
1792,0.00108007
1793,0.00108196
1794,0.00108409
1795,0.00108658
1796,0.00108912
1797,0.00109194
1798,0.00109492
1799,0.00109806
1800,0.00110143
1801,0.00110509
1802,0.00110895
1803,0.00111314
1804,0.00111742
1805,0.00112203
1806,0.00112677
1807,0.00113183
1808,0.00113706
1809,0.00114248
1810,0.00114821
1811,0.00115409
1812,0.00116037
1813,0.00116668
1814,0.00117328
1815,0.00117995
1816,0.00118695
1817,0.00119432
1818,0.00120195
1819,0.00120962
1820,0.00121754
1821,0.00122562
1822,0.00123387
1823,0.00124236
1824,0.00125106
1825,0.00125998
1826,0.00126915
1827,0.0012786
1828,0.0012882
1829,0.00129797
1830,0.00130796
1831,0.00131815
1832,0.0013286
1833,0.00133921
1834,0.00134985
1835,0.00136074
1836,0.00137179
1837,0.00138311
1838,0.00139454
1839,0.00140621
1840,0.00141785
1841,0.00142966
1842,0.00144176
1843,0.00145382
1844,0.00146615
1845,0.00147854
1846,0.00149108
1847,0.00150363
1848,0.00151643
1849,0.00152936
1850,0.00154221
1851,0.00155519
1852,0.00156836
1853,0.00158155
1854,0.00159482
1855,0.00160807
1856,0.0016214
1857,0.00163476
1858,0.00164815
1859,0.00166151
1860,0.00167491
1861,0.00168817
1862,0.00170144
1863,0.00171479
1864,0.00172801
1865,0.00174129
1866,0.00175441
1867,0.00176757
1868,0.00178061
1869,0.00179357
1870,0.0018065
1871,0.00181917
1872,0.00183174
1873,0.00184417
1874,0.00185654
1875,0.00186869
1876,0.00188066
1877,0.00189245
1878,0.00190397
1879,0.00191529
1880,0.00192651
1881,0.00193756
1882,0.00194843
1883,0.00195903
1884,0.00196934
1885,0.00197929
1886,0.00198903
1887,0.0019985
1888,0.00200775
1889,0.00201667
1890,0.00202529
1891,0.00203359
1892,0.00204148
1893,0.00204911
1894,0.00205639
1895,0.00206328
1896,0.00206988
1897,0.00207611
1898,0.00208185
1899,0.00208729
1900,0.00209237
1901,0.00209708
1902,0.00210144
1903,0.00210538
1904,0.00210909
1905,0.00211239
1906,0.00211524
1907,0.00211764
1908,0.00211967
1909,0.00212125
1910,0.00212255
1911,0.00212352
1912,0.00212402
1913,0.00212413
1914,0.00212383
1915,0.00212319
1916,0.00212212
1917,0.00212073
1918,0.00211901
1919,0.00211692
1920,0.00211445
1921,0.00211154
1922,0.00210833
1923,0.00210488
1924,0.00210101
1925,0.0020968
1926,0.0020922
1927,0.0020873
1928,0.00208189
1929,0.00207619
1930,0.00207031
1931,0.00206403
1932,0.00205762
1933,0.00205098
1934,0.00204409
1935,0.00203682
1936,0.00202936
1937,0.00202147
1938,0.00201343
1939,0.00200512
1940,0.00199665
1941,0.00198801
1942,0.0019792
1943,0.00197022
1944,0.00196102
1945,0.0019517
1946,0.00194214
1947,0.00193239
1948,0.00192245
1949,0.00191243
1950,0.00190236
1951,0.00189207
1952,0.00188166
1953,0.00187118
1954,0.00186061
1955,0.00184997
1956,0.00183932
1957,0.00182863
1958,0.00181779
1959,0.00180694
1960,0.0017959
1961,0.00178494
1962,0.00177394
1963,0.00176298
1964,0.00175192
1965,0.00174082
1966,0.00172984
1967,0.00171888
1968,0.00170782
1969,0.00169687
1970,0.00168604
1971,0.00167511
1972,0.00166432
1973,0.00165353
1974,0.00164279
1975,0.00163211
1976,0.00162145
1977,0.00161088
1978,0.00160042
1979,0.00159009
1980,0.00157979
1981,0.00156948
1982,0.00155933
1983,0.00154918
1984,0.00153909
1985,0.00152923
1986,0.00151931
1987,0.00150978
1988,0.00150024
1989,0.00149092
1990,0.00148164
1991,0.00147249
1992,0.0014635
1993,0.00145462
1994,0.00144606
1995,0.00143736
1996,0.00142881
1997,0.00142075
1998,0.00141252
1999,0.00140452
2000,0.00139666
2001,0.00138896
2002,0.00138149
2003,0.00137397
2004,0.00136671
2005,0.00135962
2006,0.00135263
2007,0.00134582
2008,0.00133931
2009,0.00133278
2010,0.00132628
2011,0.00131999
2012,0.0013139
2013,0.00130813
2014,0.0013025
2015,0.00129694
2016,0.00129179
2017,0.00128668
2018,0.00128176
2019,0.00127691
2020,0.00127214
2021,0.00126754
2022,0.00126331
2023,0.00125916
2024,0.00125512
2025,0.00125124
2026,0.00124748
2027,0.00124403
2028,0.00124053
2029,0.00123733
2030,0.00123439
2031,0.00123162
2032,0.00122898
2033,0.00122637
2034,0.0012242
2035,0.00122203
2036,0.00122016
2037,0.00121831
2038,0.00121651
2039,0.00121492
2040,0.00121344
2041,0.0012121
2042,0.00121109
2043,0.00121019
2044,0.00120932
2045,0.00120867
2046,0.00120826
2047,0.00120806
2048,0.00120789
2049,0.00120799
2050,0.00120826
2051,0.00120862
2052,0.00120899
2053,0.00120967
2054,0.00121055
2055,0.00121158
2056,0.00121268
2057,0.0012139
2058,0.00121528
2059,0.00121693
2060,0.00121856
2061,0.00122016
2062,0.00122199
2063,0.00122412
2064,0.00122629
2065,0.00122846
2066,0.00123089
2067,0.00123328
2068,0.00123602
2069,0.00123882
2070,0.00124167
2071,0.00124471
2072,0.00124779
2073,0.0012511
2074,0.00125453
2075,0.00125796
2076,0.00126159
2077,0.00126534
2078,0.00126908
2079,0.00127297
2080,0.00127702
2081,0.00128105
2082,0.00128528
2083,0.00128965
2084,0.00129417
2085,0.00129872
2086,0.00130343
2087,0.00130839
2088,0.00131322
2089,0.0013183
2090,0.00132351
2091,0.00132862
2092,0.00133365
2093,0.00133888
2094,0.00134447
2095,0.00135009
2096,0.00135599
2097,0.00136203
2098,0.00136781
2099,0.00137377
2100,0.00137977
2101,0.00138592
2102,0.00139209
2103,0.00139832
2104,0.00140476
2105,0.00141126
2106,0.00141788
2107,0.00142441
2108,0.00143116
2109,0.00143793
2110,0.00144475
2111,0.00145158
2112,0.00145884
2113,0.00146603
2114,0.00147329
2115,0.00148059
2116,0.00148797
2117,0.0014955
2118,0.0015031
2119,0.00151079
2120,0.00151844
2121,0.00152639
2122,0.00153428
2123,0.00154228
2124,0.00155044
2125,0.00155852
2126,0.00156681
2127,0.00157503
2128,0.00158338
2129,0.00159177
2130,0.00160046
2131,0.00160909
2132,0.00161793
2133,0.0016268
2134,0.00163566
2135,0.00164468
2136,0.00165377
2137,0.00166293
2138,0.00167203
2139,0.00168143
2140,0.00169087
2141,0.00170021
2142,0.00170972
2143,0.00171938
2144,0.00172906
2145,0.00173895
2146,0.00174877
2147,0.00175863
2148,0.00176848
2149,0.00177832
2150,0.00178833
2151,0.00179844
2152,0.00180838
2153,0.00181857
2154,0.00182888
2155,0.00183904
2156,0.00184923
2157,0.00185944
2158,0.00186941
2159,0.00187969
2160,0.00188974
2161,0.00189999
2162,0.00190999
2163,0.00192012
2164,0.00193007
2165,0.00194
2166,0.00194998
2167,0.00195997
2168,0.00196969
2169,0.00197956
2170,0.00198913
2171,0.00199877
2172,0.00200819
2173,0.0020176
2174,0.00202675
2175,0.0020358
2176,0.00204458
2177,0.00205334
2178,0.00206176
2179,0.00207021
2180,0.00207849
2181,0.00208654
2182,0.00209433
2183,0.00210195
2184,0.00210932
2185,0.00211648
2186,0.00212323
2187,0.00212976
2188,0.00213612
2189,0.00214218
2190,0.00214784
2191,0.0021533
2192,0.00215851
2193,0.00216318
2194,0.00216762
2195,0.00217159
2196,0.00217524
2197,0.00217873
2198,0.00218174
2199,0.00218429
2200,0.00218664
2201,0.00218856
2202,0.00219005
2203,0.00219123
2204,0.00219206
2205,0.00219247
2206,0.00219253
2207,0.0021922
2208,0.00219157
2209,0.00219048
2210,0.00218891
2211,0.00218718
2212,0.00218486
2213,0.00218212
2214,0.00217898
2215,0.00217551
2216,0.00217156
2217,0.00216689
2218,0.00216234
2219,0.0021572
2220,0.00215183
2221,0.00214611
2222,0.00214006
2223,0.00213365
2224,0.00212691
2225,0.00211974
2226,0.00211241
2227,0.00210467
2228,0.00209661
2229,0.0020884
2230,0.00208002
2231,0.00207126
2232,0.00206203
2233,0.00205268
2234,0.00204301
2235,0.00203327
2236,0.00202332
2237,0.00201305
2238,0.00200279
2239,0.00199207
2240,0.00198124
2241,0.00197022
2242,0.00195916
2243,0.00194796
2244,0.00193666
2245,0.00192528
2246,0.0019138
2247,0.00190229
2248,0.00189058
2249,0.00187876
2250,0.00186694
2251,0.00185499
2252,0.0018432
2253,0.00183129
2254,0.00181937
2255,0.00180745
2256,0.00179557
2257,0.0017839
2258,0.00177201
2259,0.00176037
2260,0.0017486
2261,0.00173693
2262,0.00172546
2263,0.00171399
2264,0.00170258
2265,0.00169145
2266,0.00168021
2267,0.0016691
2268,0.00165826
2269,0.00164774
2270,0.00163718
2271,0.00162681
2272,0.00161663
2273,0.00160688
2274,0.00159693
2275,0.00158719
2276,0.00157766
2277,0.00156843
2278,0.00155955
2279,0.00155094
2280,0.00154241
2281,0.00153399
2282,0.00152585
2283,0.00151789
2284,0.0015102
2285,0.00150296
2286,0.00149574
2287,0.00148893
2288,0.00148238
2289,0.00147608
2290,0.00147008
2291,0.00146432
2292,0.0014589
2293,0.00145368
2294,0.00144877
2295,0.00144394
2296,0.00143963
2297,0.00143554
2298,0.00143181
2299,0.00142833
2300,0.0014252
2301,0.00142234
2302,0.00141995
2303,0.00141761
2304,0.00141577
2305,0.00141426
2306,0.00141296
2307,0.00141199
2308,0.00141145
2309,0.00141107
2310,0.00141118
2311,0.00141127
2312,0.00141204
2313,0.00141296
2314,0.00141429
2315,0.0014159
2316,0.00141789
2317,0.00142025
2318,0.00142278
2319,0.00142557
2320,0.00142867
2321,0.00143202
2322,0.00143596
2323,0.0014401
2324,0.00144449
2325,0.00144931
2326,0.00145443
2327,0.00145994
2328,0.00146563
2329,0.00147174
2330,0.00147806
2331,0.00148456
2332,0.00149154
2333,0.00149881
2334,0.00150627
2335,0.00151397
2336,0.00152212
2337,0.0015306
2338,0.00153929
2339,0.00154827
2340,0.00155765
2341,0.00156743
2342,0.00157735
2343,0.00158745
2344,0.00159787
2345,0.00160851
2346,0.00161937
2347,0.00163064
2348,0.00164226
2349,0.00165383
2350,0.00166581
2351,0.00167803
2352,0.00169036
2353,0.00170304
2354,0.001716
2355,0.00172915
2356,0.00174258
2357,0.00175579
2358,0.0017695
2359,0.00178338
2360,0.00179742
2361,0.00181158
2362,0.00182594
2363,0.00184038
2364,0.00185487
2365,0.00186968
2366,0.00188462
2367,0.00189953
2368,0.00191447
2369,0.00192947
2370,0.00194474
2371,0.00195995
2372,0.0019753
2373,0.00199072
2374,0.00200603
2375,0.00202164
2376,0.00203719
2377,0.0020525
2378,0.00206785
2379,0.00208302
2380,0.00209821
2381,0.00211349
2382,0.00212862
2383,0.00214345
2384,0.00215831
2385,0.00217288
2386,0.00218743
2387,0.00220184
2388,0.00221598
2389,0.00223003
2390,0.00224369
2391,0.00225722
2392,0.00227047
2393,0.00228342
2394,0.00229628
2395,0.0023088
2396,0.00232088
2397,0.00233252
2398,0.00234404
2399,0.00235506
2400,0.00236565
2401,0.00237588
2402,0.00238561
2403,0.00239502
2404,0.00240398
2405,0.00241255
2406,0.00242052
2407,0.00242797
2408,0.00243493
2409,0.00244141
2410,0.00244737
2411,0.0024528
2412,0.00245766
2413,0.00246187
2414,0.00246571
2415,0.00246882
2416,0.00247145
2417,0.00247353
2418,0.00247495
2419,0.00247581
2420,0.00247618
2421,0.00247567
2422,0.00247466
2423,0.00247307
2424,0.00247097
2425,0.00246815
2426,0.00246475
2427,0.00246072
2428,0.00245616
2429,0.00245099
2430,0.00244535
2431,0.00243896
2432,0.00243208
2433,0.00242465
2434,0.00241652
2435,0.00240786
2436,0.00239878
2437,0.00238902
2438,0.00237894
2439,0.00236824
2440,0.00235704
2441,0.00234543
2442,0.00233335
2443,0.00232075
2444,0.00230771
2445,0.00229424
2446,0.00228059
2447,0.00226652
2448,0.002252
2449,0.00223705
2450,0.00222189
2451,0.00220638
2452,0.00219063
2453,0.00217457
2454,0.00215829
2455,0.00214173
2456,0.00212502
2457,0.00210809
2458,0.00209108
2459,0.00207388
2460,0.00205655
2461,0.0020392
2462,0.00202156
2463,0.00200386
2464,0.00198612
2465,0.00196845
2466,0.00195072
2467,0.00193287
2468,0.00191502
2469,0.00189735
2470,0.00187972
2471,0.0018621
2472,0.00184453
2473,0.00182704
2474,0.00180956
2475,0.00179241
2476,0.00177525
2477,0.00175827
2478,0.00174157
2479,0.00172492
2480,0.00170842
2481,0.00169204
2482,0.00167581
2483,0.00165984
2484,0.00164424
2485,0.0016288
2486,0.00161363
2487,0.00159863
2488,0.00158381
2489,0.0015693
2490,0.00155504
2491,0.001541
2492,0.00152721
2493,0.00151373
2494,0.00150055
2495,0.00148761
2496,0.00147505
2497,0.00146267
2498,0.00145075
2499,0.00143903
2500,0.00142749
