id,parent_id,depth,creation_step,i,r,is_infected
0,-1,0,0,0,0.0979891,0
1,0,1,0,0,0,0
2,1,2,0,0,0,0
3,2,3,0,0,0,0
4,3,4,0,0,0,0
5,4,5,0,0,0,0
6,5,6,0,0,0,0
7,6,7,0,0,0,0
8,7,8,0,0,0,0
9,8,9,0,0,0,0
10,9,10,0,0,0,0
11,10,11,0,0,0,0
12,11,12,0,0,0,0
13,12,13,0,0,0,0
14,13,14,0,0,0.0472588,0
15,14,15,1,0,0.00442386,0
16,14,15,2,0,0.00447199,0
17,15,16,17,0,0.000275033,0
18,16,16,21,0,0.000476478,0
19,16,16,25,0,0.000305472,0
20,15,16,33,0,0.000299381,0
21,18,17,61,0,0.00161116,0
22,19,17,71,0,0.000386197,0
23,18,17,76,0,0.000305925,0
24,20,17,79,0,0.000142329,0
25,17,17,80,0,8.07054e-05,0
26,19,17,80,0,5.40738e-05,0
27,20,17,85,0,0.000166855,0
28,21,18,96,0,0.00857474,0
29,17,17,98,0,0.000158955,0
30,21,18,113,0,0.00402924,0
31,22,18,148,0,0.00152789,0
32,22,18,184,0,1.78113e-05,0
33,23,18,194,0,2.30501e-05,0
34,27,18,203,0,1.06363e-05,0
35,29,18,205,0,0.00054239,0
36,23,18,208,0,2.50209e-05,0
37,28,19,208,0,0.015242,0
38,28,19,209,0,0.00707742,0
39,29,18,209,0,0.000164964,0
40,24,18,217,0,7.92116e-06,0
41,27,18,228,0,4.31048e-06,0
42,24,18,237,0,4.80913e-05,0
43,30,19,240,0,0.00101003,0
44,30,19,246,0,0.00361636,0
45,25,18,254,0,5.60998e-06,0
46,31,19,271,0,0.000455581,0
47,37,20,275,0,0.00850356,0
48,31,19,276,0,0.000353381,0
49,35,19,282,0,5.51232e-05,0
50,37,20,282,0,0.00943351,0
51,38,20,287,0,0.00130939,0
52,26,18,288,0,3.22727e-08,0
53,35,19,294,0,8.89078e-05,0
54,44,20,301,0,0.000405151,0
55,44,20,303,0,0.00107119,0
56,25,18,304,0,1.25139e-05,0
57,38,20,306,0,0.000496098,0
58,26,18,310,0,1.46649e-08,0
59,39,19,311,0,2.94117e-06,0
60,47,21,323,0,0.00150231,0
61,47,21,324,0,0.000909529,0
62,39,19,326,0,2.09772e-05,0
63,43,20,327,0,7.80782e-05,0
64,50,21,328,0,0.00295811,0
65,43,20,333,0,9.4787e-05,0
66,48,20,337,0,8.8076e-05,0
67,42,19,346,0,4.70877e-09,0
68,46,20,347,0,5.57501e-05,0
69,50,21,347,0,0.00127826,0
70,46,20,349,0,3.71862e-05,0
71,48,20,358,0,1.71369e-05,0
72,51,21,364,0,8.28389e-05,0
73,55,21,364,0,7.26532e-05,0
74,42,19,368,0,2.86976e-06,0
75,53,20,369,0,3.65124e-06,0
76,53,20,371,0,2.5055e-06,0
77,51,21,372,0,0.000199576,0
78,49,20,374,0,5.49471e-06,0
79,55,21,375,0,0.000126386,0
80,64,22,376,0,0.000956484,0
81,57,21,378,0,4.31653e-05,0
82,54,21,379,0,2.2274e-05,0
83,36,19,382,0,9.45202e-07,0
84,54,21,385,0,3.38227e-05,0
85,33,19,386,0,4.7234e-09,0
86,65,21,386,0,4.04972e-06,0
87,33,19,387,0,7.875e-09,0
88,64,22,387,0,0.00284428,0
89,69,22,387,0,0.000598847,0
90,69,22,388,0,0.000817535,0
91,49,20,389,0,8.89333e-08,0
92,57,21,389,0,3.19804e-05,0
93,61,22,389,0,0.000628389,0
94,66,21,391,0,6.28861e-06,0
95,60,22,392,0,0.00150707,0
96,36,19,394,0,5.04836e-08,0
97,61,22,395,0,0.000285578,0
98,60,22,397,0,0.000580467,0
99,66,21,397,0,2.26509e-07,0
100,62,20,398,0,3.6927e-08,0
101,68,21,401,0,3.17642e-08,0
102,63,21,402,0,7.77715e-06,0
103,68,21,404,0,1.55544e-07,0
104,62,20,406,0,1.67383e-09,0
105,70,21,406,0,3.07881e-06,0
106,63,21,411,0,2.45995e-07,0
107,65,21,415,0,3.29076e-06,0
108,77,22,416,0,0.000143482,0
109,88,23,422,0,0.00448565,0
110,70,21,425,0,1.2513e-08,0
111,77,22,427,0,3.14974e-05,0
112,79,22,428,0,5.07957e-06,0
113,88,23,428,0,0.00377571,0
114,72,22,434,0,2.23937e-07,0
115,73,22,434,0,3.08155e-07,0
116,95,23,440,0,0.000731989,0
117,79,22,441,0,1.59703e-05,0
118,73,22,443,0,3.38219e-05,0
119,80,23,448,0,0.000435357,0
120,95,23,449,0,0.00530605,0
121,72,22,451,0,8.5867e-06,0
122,81,22,451,0,3.05947e-08,0
123,93,23,455,0,0.000307564,0
124,90,23,456,0,0.00211749,0
125,90,23,465,0,0.00112858,0
126,80,23,469,0,0.00206588,0
127,89,23,469,0,0.000194379,0
128,89,23,476,0,0.00014259,0
129,93,23,481,0,0.00103716,0
130,97,23,485,0,9.00873e-05,0
131,98,23,485,0,0.00110583,0
132,97,23,493,0,6.36695e-05,0
